,dialog,gameplan_prediction
40,"<<Commander>> You need to prepare breakfast. <<Instruction>> <<Commander>> First, you need to make coffee. <<Instruction>> <<Commander>> prepare the coffee in a clean mug. <<Instruction>> <<Commander>> Next, you need to prepare a salad. <<Instruction>> <<Commander>> The salad consists of lettuce, tomato and a potato <<Instruction>> <<Commander>> First, you need to get the plate from the center island and clean it. <<Instruction>> <<Commander>> You need to grab the ingredients. <<Instruction>> <<Commander>> OK. Lets try the tomato. <<Instruction>> <<Commander>> Great job. <<FeedbackPositive>> Place tomato on the center island next to plate. <<Instruction>> <<Commander>> Next, grab the potato on the counter to the right of the fridge. <<Instruction>> <<Commander>> You need to grab the potato that is next to the fridge <<Instruction>> <<Commander>> Next, you nee to cook 1 potato slice. <<Instruction>> <<Commander>> The pan is on the counter next to fridge. <<InformationOnObjectDetails>> Remove the items in pan, then clean pan with water. <<Instruction>> <<Commander>> The pan must be washed. <<Instruction>> <<Commander>> cook <<Instruction>> <<Commander>> Try to place the potato in the dirty pan. <<Instruction>> <<Commander>> Everything must be assembled on the plate. <<Instruction>> <<Commander>> Lettuce, tomato and potato <<Instruction>> <<Commander>> Apologies, it now says you need to cook an additional piece of potato. <<Instruction>> ",Pickup Mug -- Place CounterTop -- ToggleOff Faucet -- Pickup SoapBottle -- Place CounterTop -- Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- ToggleOn CoffeeMachine -- ToggleOff CoffeeMachine -- Pickup Plate -- Place CounterTop -- Pickup Fork -- Place CounterTop -- Pickup Plate -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Place CounterTop -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Cabinet -- Pickup Tomato -- Close Cabinet -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop -- Open Cabinet -- Open Cabinet -- Close Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Fridge -- Pickup Lettuce -- Close Fridge -- Place CounterTop -- Pickup Knife -- Slice Lettuce -- Place CounterTop -- Pickup Potato -- Place CounterTop -- Pickup Knife -- Slice Potato -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Pickup Potato -- Place CounterTop -- Pickup Pan -- Place CounterTop -- Pickup PotatoSliced -- Place CounterTop -- Pickup PotatoSliced -- ToggleOff Microwave -- Open Microwave -- Place CounterTop -- Pickup Kettle -- Place CounterTop -- Pickup PotatoSliced -- Place Microwave -- Close Microwave -- ToggleOn Microwave -- ToggleOff Microwave -- Open Microwave -- Pickup PotatoSliced -- Close Microwave -- Place CounterTop -- Pickup PotatoSliced -- Place Plate -- Pickup PotatoSliced -- Open Microwave -- Place Microwave -- Close Microwave -- ToggleOn Microwave -- ToggleOff Microwave -- Open Microwave -- Pickup PotatoSliced -- Place CounterTop -- Pickup TomatoSliced -- Place CounterTop -- Pickup TomatoSliced -- Place Plate -- Pickup LettuceSliced -- Place Plate -- Pickup PotatoSliced -- Place Plate
41,"<<Commander>> hey <<Greetings/Salutations>> can you make me a sandwich please <<Instruction>> <<Commander>> 2 slices of toast with sliced tomato please <<Instruction>> <<Commander>> you will need to clean on im afriad, i dont have any clean plates <<Instruction>> ",Pickup Bread -- Place CounterTop -- Open Fridge -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup Apple -- Place DiningTable -- Pickup Plate -- Place CounterTop -- Pickup Cup -- Place CounterTop -- Pickup Plate -- ToggleOff Faucet -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Place CounterTop -- ToggleOn Toaster -- Pickup BreadSliced -- Place Plate -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place Plate -- ToggleOff Toaster
42,<<Commander>> hi <<Greetings/Salutations>> i'd like a sandwich <<Instruction>> <<Commander>> first you can toast 2 slices of bread <<Instruction>> <<Commander>> on a clean plate woudl be great <<Instruction>> ,Pickup Plate -- Place CounterTop -- Pickup Cup -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup ButterKnife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- ToggleOn Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup DishSponge -- Place CounterTop -- Pickup DishSponge -- Place CounterTop -- Pickup Plate -- Place Sink -- ToggleOn Faucet
43,<<Commander>> slice tomatoes <<Instruction>> <<Commander>> slice 1 slice <<Instruction>> <<Commander>> place tomato slice on plate <<Instruction>> <<Commander>> get closer <<Instruction>> <<Commander>> grab plate <<Instruction>> <<Commander>> first pate <<Instruction>> ,Open Fridge -- Pickup Tomato -- Close Fridge -- Place DiningTable -- Pickup Knife -- Slice Tomato -- Place DiningTable -- Open Cabinet -- Open Cabinet -- Pickup Plate
44,<<Commander>> Today you will make a slice of toast <<Instruction>> ,Pickup Knife -- Place CounterTop -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Cabinet -- Pickup Bread -- Close Cabinet -- Place CounterTop -- Pickup Knife -- Slice Bread
45,"<<Commander>> You need to find the knife on the counter. <<Instruction>> <<Commander>> Okay, now get to the bread. <<Instruction>> <<Commander>> Okay, just stop and let me direct you. <<Instruction>> <<Commander>> Yes, turn left again. <<Instruction>> <<Commander>> Slice the bread with the knife. <<Instruction>> <<Commander>> You need to press use item and then click on the bread, I think. <<Instruction>> <<Commander>> Pick up the knife. <<Instruction>> <<Commander>> You don't need to pick up the bread, just slice it where it is. <<Instruction>> <<Commander>> After clicking slice click on the bread. <<Instruction>> <<Commander>> Maybe you need to take the bread somewhere else to cut it. <<Instruction>> ",Pickup Knife -- Slice Bread -- Place Stool -- Pickup Knife -- Place Stool -- Pickup Knife -- Place Stool -- Pickup Knife -- Place Stool -- Pickup Bread -- Place CounterTop
46,<<Commander>> take out the bread <<Instruction>> from the shelf right above the wash basin <<InformationOnObjectDetails>> <<Commander>> now take the knife from the drawer <<Instruction>> right below the lettuce <<InformationOnObjectDetails>> ,Open Cabinet -- Open Cabinet -- Pickup Bread -- Close Cabinet -- Close Cabinet -- Place CounterTop -- Pickup ButterKnife -- Slice Bread
47,"<<Commander>> hey <<Greetings/Salutations>> make a sandwich please <<Instruction>> <<Commander>> get bread from next to the sink and slice it <<Instruction>> <<Commander>> then toast two slices of bread,one at  time <<Instruction>> ",ToggleOff Faucet -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place Toaster
48,<<Commander>> Find mug <<Instruction>> <<Commander>> Rinse the cup in sink <<Instruction>> ,Open Fridge -- Pickup Mug -- Close Fridge -- Place CounterTop -- Pickup Fork -- Place CounterTop -- Pickup Spoon -- Place CounterTop -- Pickup SoapBottle -- Place CounterTop -- Pickup Apple -- Place CounterTop -- Pickup Mug -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour 
49,<<Commander>> Today you will make a slice of toast <<Instruction>> ,Pickup Knife -- Place CounterTop -- Open Drawer -- Close Drawer -- Open Drawer -- Close Drawer -- Open Cabinet -- Pickup Bread -- Close Cabinet -- Place CounterTop -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- ToggleOff Toaster
50,<<Commander>> Serve a slice of tomato on a plate please <<Instruction>> ,Pickup Knife -- Place CounterTop -- Open Safe -- Pickup Tomato
51,<<Commander>> grab the mug <<Instruction>> <<Commander>> wash it first <<Instruction>> <<Commander>> turn on water <<Instruction>> <<Commander>> take it to the coffee maker <<Instruction>> <<Commander>> go back to the sink <<Instruction>> <<Commander>> grab the black mug' <<Instruction>> ,Pickup Cup -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Pickup PepperShaker -- Place CounterTop -- Pickup Cup -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Cup -- Pour  -- Place CounterTop -- Pickup Cup -- Place CounterTop -- Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug
52,<<Commander>> We need 2 slices of bread <<Instruction>> <<Commander>> toast 2 slices of bread <<Instruction>> <<Commander>> slice lettuce <<Instruction>> <<Commander>> we need to clean plate <<Instruction>> <<Commander>> remove salt and clean the plate <<Instruction>> <<Commander>> remove things from sink and stop the water flow <<Instruction>> <<Commander>> then place plate <<Instruction>> <<Commander>> put 2 slices of tomato on plate <<Instruction>> ,Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup Knife -- Place CounterTop -- ToggleOff Microwave -- Open Microwave -- Pickup Lettuce -- Place CounterTop -- Pickup Knife -- Slice Lettuce -- Place CounterTop -- Pickup LettuceSliced -- Place CounterTop -- Open Cabinet -- Open Cabinet -- Pickup Plate -- Place CounterTop -- Pickup PepperShaker -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup SoapBottle -- Place CounterTop -- Pickup Plate -- Place CounterTop -- ToggleOff Faucet -- Pickup Knife -- Place CounterTop -- ToggleOn Faucet -- Pickup Plate -- Place CounterTop -- ToggleOff Faucet -- Pickup Plate -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Place CounterTop -- Pickup BreadSliced -- Place Plate -- Pickup BreadSliced -- Place Plate
53,<<Commander>> put it in any box <<Instruction>> ,Pickup RemoteControl -- Place Box -- Pickup RemoteControl
54,<<Commander>> slice the tomato in the sink <<Instruction>> <<Commander>> now please get the potato in the fridge and slice it <<Instruction>> <<Commander>> one slice <<Instruction>> ,Pickup Tomato -- Place CounterTop -- Pickup ButterKnife -- Slice Tomato -- Place CounterTop -- ToggleOff Faucet -- Pickup Spoon -- Place CounterTop -- Pickup Egg -- Place CounterTop -- Open Fridge -- Pickup Potato -- Close Fridge -- Open Microwave -- Place CounterTop -- Pickup Apple -- Place CounterTop -- Pickup Potato -- Place Microwave -- Close Microwave -- ToggleOn Microwave -- ToggleOff Microwave -- Open Microwave -- Pickup Potato -- Place CounterTop -- Pickup ButterKnife -- Slice Potato -- Place CounterTop
55,<<Commander>> cook 1 slice of potatoe <<Instruction>> <<Commander>> slice potato <<Instruction>> ,Open Fridge -- Pickup Knife -- Close Fridge -- ToggleOn Microwave -- ToggleOff Microwave -- Open Microwave -- Place CounterTop -- Pickup Potato -- Close Microwave -- Place CounterTop -- Pickup Knife -- Slice Potato
56,<<Commander>> hi <<Greetings/Salutations>> please place the salt shakers in one cabinet <<Instruction>> ,Open Cabinet -- Pickup PepperShaker -- Open Cabinet -- Place Cabinet -- Close Cabinet -- Pickup PepperShaker -- Place Cabinet -- Pickup SaltShaker -- Place Cabinet -- Open Cabinet -- Pickup SaltShaker -- Close Cabinet -- Place Cabinet
57,<<Commander>> we need to make a sanwich <<Instruction>> <<Commander>> first lets slice some bread <<Instruction>> <<Commander>> we need 2 slices of bread toasted <<Instruction>> <<Commander>> lets look around then <<Instruction>> <<Commander>> lets try the cabinet to your right <<Instruction>> <<Commander>> please grab the bread from the top <<Instruction>> <<Commander>> and the slice with the knife <<Instruction>> <<Commander>> we need to 2 slices of bread toasted <<Instruction>> <<Commander>> make 2 slices of bread toasted please <<Instruction>> <<Commander>> we need the tomato from the fridge <<Instruction>> <<Commander>> please slice the tomato <<Instruction>> <<Commander>> we need to wash the plate next <<Instruction>> <<Commander>> please wash the plate in the sink when you have it <<Instruction>> <<Commander>> we need the toast and tomato slice on the plate <<Instruction>> <<Commander>> now the 2 slices of bread please <<Instruction>> <<Commander>> place them on the plate <<Instruction>> ,Open Cabinet -- Open Cabinet -- Close Cabinet -- Close Cabinet -- Open Cabinet -- Open Cabinet -- Close Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Fridge -- Close Fridge -- Open Cabinet -- Close Cabinet -- Open Drawer -- Close Drawer -- Open Cabinet -- Close Cabinet -- Open Drawer -- Close Drawer -- ToggleOff Microwave -- Open Microwave -- Close Microwave -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Close Cabinet -- Open Cabinet -- Pickup Bread -- Close Cabinet -- Place CounterTop -- Pickup Knife -- Slice Bread -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- ToggleOff Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- ToggleOff Toaster -- Pickup BreadSliced -- Place CounterTop -- Open Fridge -- Pickup Tomato -- Close Fridge -- Place CounterTop -- Pickup Knife -- Slice Tomato -- Place CounterTop -- Pickup Lettuce -- Place CounterTop -- Pickup Plate -- Place CounterTop -- Pickup DishSponge -- Place CounterTop -- Pickup PepperShaker -- Place CounterTop -- ToggleOff Faucet -- Pickup Plate -- Place Sink -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Plate -- Place CounterTop -- Pickup TomatoSliced -- Place CounterTop -- Pickup TomatoSliced -- Place Plate -- Pickup BreadSliced -- Place Plate
58,<<Commander>> please slice a potato <<Instruction>> <<Commander>> cook two slices of potatoes <<Instruction>> ,Open Fridge -- Pickup Potato -- Close Fridge -- Place DiningTable -- Pickup Knife -- Slice Potato -- Place DiningTable -- Pickup PotatoSliced -- Place DiningTable -- Pickup PotatoSliced -- Place DiningTable -- Pickup PotatoSliced -- Place DiningTable -- Pickup PotatoSliced -- Place DiningTable -- Pickup PotatoSliced -- Place CounterTop -- ToggleOff Microwave -- Open Microwave -- Pickup Fork -- Place CounterTop -- Pickup Spoon -- Place CounterTop -- Pickup Fork -- Place CounterTop -- Pickup PotatoSliced -- Place DiningTable -- Open Fridge -- Pickup Plate
59,<<Commander>> Hi. <<Greetings/Salutations>> Please cook one slice of potato. <<Instruction>> <<Commander>> one <<Instruction>> <<Commander>> Please place in the bowl on the table <<Instruction>> ,Open Fridge -- Pickup Knife -- Close Fridge -- Open Cabinet -- Place CounterTop -- Pickup Potato -- Close Cabinet -- Place CounterTop -- Pickup Knife -- Slice Potato -- Place CounterTop -- Pickup PotatoSliced -- ToggleOff Microwave -- Open Microwave -- Place Microwave -- Close Microwave -- ToggleOn Microwave -- ToggleOff Microwave -- Open Microwave -- Pickup PotatoSliced -- Close Microwave -- Place CounterTop -- Pickup PotatoSliced -- Place Bowl
60,<<Commander>> Please cook 2 slices of potato <<Instruction>> <<Commander>> Is there a potato in the sink or under it? <<Instruction>> <<Commander>> Was the pan cleaned? <<Instruction>> ,Open Cabinet -- Pickup Potato -- Place CounterTop -- Open Fridge -- Pickup Knife -- Slice Potato -- Place CounterTop -- Pickup PotatoSliced -- Place Pan -- Pickup PotatoSliced -- Place Pan -- Pickup PotatoSliced -- Place Pan -- Close Cabinet -- ToggleOff Faucet -- Pickup Egg -- Place CounterTop -- Pickup Potato -- Place CounterTop -- Pickup Egg
61,<<Commander>> We need to clean the pot <<Instruction>> <<Commander>> Go left <<Instruction>> <<Commander>> pick up and rinse it <<Instruction>> <<Commander>> pour water out <<Instruction>> <<Commander>> Place it <<Instruction>> <<Commander>> place it aside <<Instruction>> <<Commander>> take the one which you have taken earlier <<Instruction>> ,ToggleOff Faucet -- Pickup Potato -- Place CounterTop -- Pickup Potato -- Place CounterTop -- Pickup Tomato -- Place CounterTop -- Pickup DishSponge -- Place CounterTop -- Pickup Pot -- Place  -- Pickup Pot -- Place CounterTop -- Pickup Pot -- Pour  -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Pot -- Pour  -- Place CounterTop -- Pickup Pot -- Place  -- ToggleOn Faucet
62,<<Commander>> We need to make coffee in a clean mug <<Instruction>> <<Commander>> Clean the mug in the sink <<Instruction>> <<Commander>> Now we need to make a sandwich <<Instruction>> <<Commander>> We need to slice bread and a tomato <<Instruction>> <<Commander>> Slice the bread with the knife. <<Instruction>> <<Commander>> We need to toast two pieces of bread <<Instruction>> ,Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet -- Pickup Mug -- Pour  -- Place CoffeeMachine -- Pickup Knife -- Slice Apple -- Slice Tomato -- Place DiningTable -- Open Fridge -- Pickup Bread -- Close Fridge -- Place Stool -- Pickup PaperTowelRoll -- Place Stool -- Pickup Bread -- Place DiningTable -- Pickup Knife -- Slice Bread -- Place Stool -- Pickup Bread -- Place DiningTable -- Pickup BreadSliced -- Place Toaster -- ToggleOff Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup BreadSliced -- Place Toaster -- ToggleOn Toaster -- ToggleOff Toaster -- Pickup BreadSliced -- Place CounterTop -- Pickup Plate -- Place  -- ToggleOn Faucet
63,<<Commander>> make a slice of tomato <<Instruction>> ,Pickup Knife -- Slice Tomato -- Place CounterTop -- Pickup TomatoSliced
64,<<Commander>> We need to prepare coffee in  a clean mug <<Instruction>> ,Pickup Mug -- Place CounterTop -- ToggleOff Faucet -- Pickup Mug -- Place  -- ToggleOn Faucet -- ToggleOff Faucet
65,<<Commander>> please cook one slice of potato <<Instruction>> <<Commander>> drop the potato <<Instruction>> <<Commander>> slice it <<Instruction>> <<Commander>> cook one slice <<Instruction>> ,Pickup Potato -- Open Cabinet -- Place CounterTop -- Pickup Spatula -- Place Cabinet -- Pickup Knife -- Slice Potato -- Close Cabinet -- Place CounterTop -- Pickup PotatoSliced -- Place Pan -- ToggleOn StoveKnob -- ToggleOn StoveKnob
66,"<<Commander>> hi, <<Greetings/Salutations>> lets make coffee <<Instruction>> <<Commander>> first rinse the mug ] <<Instruction>> <<Commander>> keep the mug under coffee maker <<Instruction>> ",Open Cabinet -- Open Cabinet -- Open Cabinet -- Pickup Mug -- Place CoffeeMachine -- Pickup Mug -- Place CounterTop -- Pickup Kettle
